epoch,train_loss,val_loss,train_mae,val_mae
1,2.193901300430298,0.9545043110847473,1.1675721406936646,0.7970958948135376
2,1.4609862565994263,0.899280309677124,0.9570305347442627,0.7680385708808899
3,1.2147125005722046,0.8207782506942749,0.8741949200630188,0.7294763326644897
4,1.0706322193145752,0.737708330154419,0.8204498291015625,0.6851956248283386
5,0.9608391523361206,0.6735398769378662,0.7742952108383179,0.6520574688911438
6,0.8960351347923279,0.6226533651351929,0.7453264594078064,0.6232802271842957
7,0.8422659635543823,0.5886738300323486,0.7221394777297974,0.6047757863998413
8,0.7962988018989563,0.5642148852348328,0.7027173042297363,0.5906059145927429
9,0.7653317451477051,0.543718159198761,0.6882635354995728,0.5786439776420593
10,0.7258453965187073,0.5258830785751343,0.669154167175293,0.5680480003356934
11,0.7109014987945557,0.5134322643280029,0.6629511713981628,0.5598745942115784
12,0.6849645972251892,0.5031704902648926,0.6498772501945496,0.5551532506942749
13,0.6661037802696228,0.4945419728755951,0.641430139541626,0.5503880381584167
14,0.6490873694419861,0.48373743891716003,0.6328409910202026,0.5432888865470886
15,0.6294764280319214,0.4755493402481079,0.6207201480865479,0.5383121967315674
16,0.6197378039360046,0.46710291504859924,0.6177554726600647,0.533132791519165
17,0.5966945886611938,0.45725852251052856,0.6051792502403259,0.5276989340782166
18,0.5893251895904541,0.44570091366767883,0.602464497089386,0.5210654139518738
19,0.5780324935913086,0.43698588013648987,0.5969941020011902,0.5149577856063843
20,0.5666391849517822,0.43033263087272644,0.5885472297668457,0.5111952424049377
21,0.5570268630981445,0.41997361183166504,0.5848845839500427,0.5037809610366821
22,0.5432773232460022,0.40913155674934387,0.5779401659965515,0.4986167550086975
23,0.538895308971405,0.4003358781337738,0.5756971836090088,0.4926501512527466
24,0.5267863869667053,0.39277687668800354,0.5692381262779236,0.48825305700302124
25,0.5172056555747986,0.3837934732437134,0.564037024974823,0.4823516011238098
26,0.5166094303131104,0.3768051564693451,0.5636262893676758,0.47778618335723877
27,0.5045856237411499,0.3670690655708313,0.5561245083808899,0.47184649109840393
28,0.49144914746284485,0.35973021388053894,0.5529298782348633,0.46797215938568115
29,0.48488229513168335,0.35157066583633423,0.547954261302948,0.4625798165798187
30,0.4840831160545349,0.3468652069568634,0.5468369126319885,0.45781195163726807
31,0.4817059338092804,0.341653436422348,0.5458113551139832,0.45540866255760193
32,0.4684244990348816,0.3332076668739319,0.5363332033157349,0.4483978748321533
33,0.4620620310306549,0.3270847797393799,0.5340995788574219,0.4441867768764496
34,0.4616406559944153,0.32288023829460144,0.5328407287597656,0.4415946304798126
35,0.45563197135925293,0.317092627286911,0.530339777469635,0.4379512369632721
36,0.4499044716358185,0.31184929609298706,0.5259529948234558,0.43389782309532166
37,0.44663649797439575,0.3066135346889496,0.5241270065307617,0.43098968267440796
38,0.4376313090324402,0.30235564708709717,0.519163191318512,0.42782819271087646
39,0.4316067397594452,0.29575249552726746,0.5158624649047852,0.4236234426498413
40,0.43219396471977234,0.290594220161438,0.5156450271606445,0.42007532715797424
41,0.4289846420288086,0.287444144487381,0.5148943066596985,0.417496919631958
42,0.4211970269680023,0.28094229102134705,0.5092523694038391,0.41417160630226135
43,0.4180435240268707,0.2760900557041168,0.5084218382835388,0.41001155972480774
44,0.4155977964401245,0.27038782835006714,0.5062865614891052,0.40580371022224426
45,0.4106563329696655,0.26554587483406067,0.5042153000831604,0.4021068215370178
46,0.4039496183395386,0.25940582156181335,0.5004391670227051,0.3976389765739441
47,0.39711251854896545,0.2530265152454376,0.4939214587211609,0.39383837580680847
48,0.3969450294971466,0.24853943288326263,0.4952234625816345,0.38900116086006165
49,0.39545875787734985,0.24208810925483704,0.4942326545715332,0.38406968116760254
50,0.3890353739261627,0.23625852167606354,0.4897075593471527,0.379780650138855
51,0.3788681924343109,0.23176343739032745,0.4839981198310852,0.37657150626182556
52,0.38336843252182007,0.22701404988765717,0.48638683557510376,0.3731507360935211
53,0.3776722848415375,0.22206787765026093,0.4824741780757904,0.36816486716270447
54,0.37349995970726013,0.21761685609817505,0.4796295464038849,0.36481180787086487
55,0.371645987033844,0.21301577985286713,0.478780597448349,0.3607870936393738
56,0.3671729266643524,0.20683211088180542,0.4760563373565674,0.3556138277053833
57,0.36642777919769287,0.20146766304969788,0.47495177388191223,0.3513069152832031
58,0.3603328466415405,0.19650423526763916,0.47059667110443115,0.34726569056510925
59,0.35794082283973694,0.19339226186275482,0.46911847591400146,0.34307312965393066
60,0.35220927000045776,0.1872069537639618,0.4649783670902252,0.3390030562877655
61,0.3486456573009491,0.18364764750003815,0.4637221097946167,0.3356392979621887
62,0.3497072458267212,0.18236392736434937,0.4636431932449341,0.33258628845214844
63,0.34204888343811035,0.1760946661233902,0.4583846926689148,0.3277416527271271
64,0.3408035635948181,0.17207923531532288,0.45829030871391296,0.32338955998420715
65,0.3374122083187103,0.16967830061912537,0.45509472489356995,0.32104578614234924
66,0.33540162444114685,0.1656431257724762,0.45324528217315674,0.31676894426345825
67,0.3348401188850403,0.16200512647628784,0.45447495579719543,0.3131483197212219
68,0.32722601294517517,0.15900373458862305,0.44960927963256836,0.3106035888195038
69,0.33111923933029175,0.15448784828186035,0.4506227672100067,0.30519604682922363
70,0.32469362020492554,0.15297982096672058,0.4464778006076813,0.30460864305496216
71,0.32343852519989014,0.14970947802066803,0.4447639584541321,0.2994345426559448
72,0.32487279176712036,0.14647726714611053,0.4470841884613037,0.296622633934021
73,0.3174820840358734,0.1422569304704666,0.4425036609172821,0.29171741008758545
74,0.3199295997619629,0.14005446434020996,0.4433499872684479,0.2900635004043579
75,0.3112230896949768,0.13657207787036896,0.4381635785102844,0.28657591342926025
76,0.3090362250804901,0.1343594193458557,0.43539005517959595,0.2842923402786255
77,0.3090571463108063,0.1334182620048523,0.4359246790409088,0.283674031496048
78,0.3102738559246063,0.12941154837608337,0.435982346534729,0.2776212692260742
79,0.30827951431274414,0.1307470202445984,0.4339177906513214,0.2801796793937683
80,0.3039899468421936,0.12789078056812286,0.43331530690193176,0.27705952525138855
81,0.302683562040329,0.12277600914239883,0.4303659200668335,0.2719009518623352
82,0.3035029172897339,0.12206112593412399,0.43137794733047485,0.2707216143608093
83,0.30415263772010803,0.12278291583061218,0.4310115575790405,0.27129626274108887
84,0.3037371039390564,0.12157423049211502,0.43042460083961487,0.2705649733543396
85,0.30210790038108826,0.11859839409589767,0.43021729588508606,0.26559725403785706
86,0.30105558037757874,0.11935200542211533,0.42848649621009827,0.267442524433136
87,0.2955247759819031,0.11714384704828262,0.42405495047569275,0.264599084854126
88,0.2951327860355377,0.11231515556573868,0.4255252182483673,0.25884678959846497
89,0.2953793704509735,0.11213349550962448,0.4251185357570648,0.25903603434562683
90,0.2944009602069855,0.1134023666381836,0.42479366064071655,0.25950321555137634
91,0.2909863591194153,0.11225658655166626,0.4218110740184784,0.25884801149368286
92,0.2896396517753601,0.1095544621348381,0.4209018349647522,0.25558334589004517
93,0.292422890663147,0.11127077043056488,0.4224587678909302,0.25802120566368103
94,0.2885834276676178,0.10393190383911133,0.4200104773044586,0.24906077980995178
95,0.2897012233734131,0.10711052268743515,0.420269638299942,0.2514474093914032
96,0.2843163311481476,0.10589324682950974,0.4168946146965027,0.25102153420448303
97,0.2851988971233368,0.10353752225637436,0.4184425175189972,0.247598797082901
98,0.28485995531082153,0.10483623296022415,0.41701462864875793,0.24988748133182526
99,0.28371748328208923,0.1037142276763916,0.4157314598560333,0.249028742313385
100,0.2831418812274933,0.10555624961853027,0.4140515923500061,0.24973398447036743
